"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Norway","96.31","68","2000"
"Djibouti","96.25","69","2000"
"Comoros (the)","96.06","70","2000"
"Canada","96.06","71","2000"
"Papua New Guinea","96.01","72","2000"
"Suriname","95.96","73","2000"
"Panama","95.81","74","2000"
"Haiti","95.65","75","2000"
"Turkey","95.45","76","2000"
"Liechtenstein","94.82","77","2000"
"Equatorial Guinea","94.81","78","2000"
"Somalia","94.81","79","2000"
"United States of America (the)","94.62","80","2000"
"Austria","94.43","81","2000"
"Portugal","94.29","82","2000"
"Tonga","93.95","83","2000"
"Tuvalu","93.71","84","2000"
"Kyrgyzstan","93.48","85","2000"
"Nauru","92.7","86","2000"
"Uganda","92.54","87","2000"
"India","92.07","88","2000"
"Samoa","91.95","89","2000"
"Benin","91.54","90","2000"
"Brunei Darussalam","90.89","91","2000"
"Botswana","90.81","92","2000"
"Bangladesh","90.59","93","2000"
"Togo","90.17","94","2000"
"Thailand","90.04","95","2000"
"Pakistan","89.96","96","2000"
"Iraq","89.48","97","2000"
"Costa Rica","89.45","98","2000"
"Moldova (the Republic of)","89.4","99","2000"
"Mexico","88.5","100","2000"
"Timor-Leste","88.31","101","2000"
"Colombia","88.23","102","2000"
"Peru","88.15","103","2000"
"Nicaragua","88.06","104","2000"
"World","87.78","","2000"
"Dominican Republic (the)","87.62","105","2000"
"Eswatini","87.45","106","2000"
"Israel","87.42","107","2000"
"Maldives","87.21","108","2000"
"Bahamas (the)","87.2","109","2000"
"Guinea-Bissau","86.9","110","2000"
"Egypt","86.76","111","2000"
"Guinea","86.59","112","2000"
"Philippines (the)","86.4","113","2000"
"Congo (the)","86.31","114","2000"
"Korea (the Democratic People's Republic of)","86.18","115","2000"
"Bulgaria","85.9","116","2000"
"Burundi","85.81","117","2000"
"Albania","85.76","118","2000"
"Bolivia (Plurinational State of)","85.03","119","2000"
"Nepal","84.92","120","2000"
"China","84.78","121","2000"
"Rwanda","84.73","122","2000"
"Yemen","84.35","123","2000"
"Lao People's Democratic Republic (the)","83.68","124","2000"
"Saint Vincent and the Grenadines","83.64","125","2000"
"Ecuador","83.48","126","2000"
"Madagascar","83.01","127","2000"
"Latvia","82.48","128","2000"
"Russian Federation (the)","82.26","129","2000"
"Chile","81.95","130","2000"
"Syrian Arab Republic (the)","81.29","131","2000"
"Argentina","81.29","132","2000"
"Solomon Islands","80.98","133","2000"
"Slovakia","80.95","134","2000"
"Nigeria","80.48","135","2000"
"Viet Nam","80.23","136","2000"
"Chad","79.51","137","2000"
"Tunisia","78.76","138","2000"
"Indonesia","78.31","139","2000"
"Ghana","78.18","140","2000"
"Malaysia","78.12","141","2000"
"Croatia","77.82","142","2000"
"Cameroon","77.82","143","2000"
"Kazakhstan","77.54","144","2000"
"Brazil","77.54","145","2000"
"Iceland","77.53","146","2000"
"Mozambique","77.32","147","2000"
"Kenya","77.01","148","2000"
"Hungary","76.87","149","2000"
"Guatemala","76.64","150","2000"
"Uzbekistan","76.51","151","2000"
"Ukraine","76.34","152","2000"
"Namibia","76.29","153","2000"
"Iran (Islamic Republic of)","76.17","154","2000"
"Belarus","75.87","155","2000"
"Saudi Arabia","75.79","156","2000"
"Mali","75.31","157","2000"
"Ethiopia","74.32","158","2000"
"Jordan","74.15","159","2000"
"Kiribati","74.12","160","2000"
"Mongolia","73.34","161","2000"
"Myanmar","73.15","162","2000"
"Zambia","71.95","163","2000"
"Sudan (the)","71.89","164","2000"
"Cambodia","71.45","165","2000"
"Azerbaijan","71.17","166","2000"
"Turkmenistan","71.01","167","2000"
"Eritrea","70.54","168","2000"
"Paraguay","70.45","169","2000"
"Afghanistan","70.15","170","2000"
"Romania","70.09","171","2000"
"Uruguay","70.04","172","2000"
"Honduras","69.82","173","2000"
"Kuwait","67.06","174","2000"
"Tajikistan","66.7","175","2000"
"Tanzania, the United Republic of","66.68","176","2000"
"Bosnia and Herzegovina","64.96","177","2000"
"Morocco","64.87","178","2000"
"Bhutan","63.03","179","2000"
"Niger (the)","60.85","180","2000"
"Burkina Faso","58.85","181","2000"
"Singapore","58.63","182","2000"
"Armenia","57.99","183","2000"
"Algeria","53.61","184","2000"
"Angola","52.49","185","2000"
"Sierra Leone","42.21","186","2000"
"Marshall Islands (the)","19.08","187","2000"
"Montenegro","null","188","2000"
"Serbia","null","189","2000"
"San Marino","null","190","2000"
"Holy See (the)","null","191","2000"
"Andorra","null","192","2000"
"Monaco","null","193","2000"
"Taiwan","null","194","2000"
"South Sudan","null","195","2000"
"Bonaire","null","196","2000"
"Curaçao","null","197","2000"
"Sint Maarten (Dutch part)","null","198","2000"
"Palau","null","199","2000"
"Faroe Islands","null","200","2000"
"United States Minor Outlying Islands","null","201","2000"
"Serranilla Bank","null","202","2000"
"Scarborough Reef","null","203","2000"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2000"
"Spratly Islands","null","205","2000"
"American Samoa","null","206","2000"
"Greenland","null","207","2000"
"Guam","null","208","2000"
"Northern Mariana Islands","null","209","2000"
"Puerto Rico","null","210","2000"
"United States Virgin Islands","null","211","2000"
"Somaliland","null","212","2000"
"Northern Cyprus","null","213","2000"
"Cyprus No Mans Area","null","214","2000"
"Western Sahara","null","215","2000"
"Siachen Glacier","null","216","2000"
"Kosovo","null","217","2000"
