"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Bahrain","95.06","82","2002"
"Eswatini","94.81","83","2002"
"Papua New Guinea","94.68","84","2002"
"Côte d'Ivoire","94.65","85","2002"
"Iran (Islamic Republic of)","94.5","86","2002"
"Tanzania, the United Republic of","94.48","87","2002"
"Sri Lanka","94.28","88","2002"
"Jordan","94.23","89","2002"
"Lao People's Democratic Republic (the)","94.03","90","2002"
"Israel","93.54","91","2002"
"Vanuatu","93.37","92","2002"
"Norway","92.98","93","2002"
"Qatar","92.93","94","2002"
"Mexico","92.76","95","2002"
"Mauritania","92.7","96","2002"
"Equatorial Guinea","92.62","97","2002"
"Malta","92.54","98","2002"
"Estonia","92.48","99","2002"
"Saint Vincent and the Grenadines","92.4","100","2002"
"Colombia","92.25","101","2002"
"Georgia","92.07","102","2002"
"El Salvador","91.96","103","2002"
"Haiti","91.85","104","2002"
"Philippines (the)","91.6","105","2002"
"Peru","91.6","106","2002"
"Bolivia (Plurinational State of)","91.51","107","2002"
"Czechia","91.48","108","2002"
"Italy","90.93","109","2002"
"Guinea-Bissau","90.87","110","2002"
"China","90.76","111","2002"
"Bangladesh","90.56","112","2002"
"Chile","90.51","113","2002"
"Ghana","90.4","114","2002"
"Nepal","90.23","115","2002"
"Venezuela (Bolivarian Republic of)","89.98","116","2002"
"World","89.97","","2002"
"Ecuador","89.87","117","2002"
"Chad","89.56","118","2002"
"Congo (the)","89.45","119","2002"
"Egypt","89.29","120","2002"
"Guinea","89.2","121","2002"
"Kyrgyzstan","89.14","122","2002"
"Viet Nam","88.48","123","2002"
"United States of America (the)","88.45","124","2002"
"Nicaragua","88.23","125","2002"
"Argentina","88.18","126","2002"
"Yemen","88.15","127","2002"
"Bahamas (the)","87.95","128","2002"
"Ukraine","87.93","129","2002"
"Afghanistan","87.81","130","2002"
"Guatemala","87.71","131","2002"
"Brazil","87.29","132","2002"
"Kenya","87.23","133","2002"
"Saudi Arabia","86.7","134","2002"
"Burkina Faso","86.34","135","2002"
"Albania","86.23","136","2002"
"Tajikistan","86.04","137","2002"
"Costa Rica","85.43","138","2002"
"Mali","85.06","139","2002"
"Indonesia","85.03","140","2002"
"India","84.73","141","2002"
"Azerbaijan","84.6","142","2002"
"Madagascar","84.12","143","2002"
"Paraguay","83.84","144","2002"
"Pakistan","83.79","145","2002"
"Belize","83.65","146","2002"
"Nigeria","83.31","147","2002"
"Sudan (the)","82.98","148","2002"
"Uzbekistan","82.87","149","2002"
"Malaysia","82.57","150","2002"
"Malawi","81.98","151","2002"
"Zimbabwe","80.78","152","2002"
"Cameroon","80.62","153","2002"
"Suriname","80.59","154","2002"
"Bosnia and Herzegovina","80.21","155","2002"
"Hungary","80.15","156","2002"
"Morocco","80.06","157","2002"
"Belarus","79.35","158","2002"
"Honduras","79.23","159","2002"
"Turkmenistan","79.07","160","2002"
"Romania","78.87","161","2002"
"Myanmar","78.76","162","2002"
"Namibia","78.6","163","2002"
"Ethiopia","78.5","164","2002"
"Solomon Islands","78.4","165","2002"
"North Macedonia","77.96","166","2002"
"Kiribati","75.29","167","2002"
"Maldives","75.26","168","2002"
"Angola","74.32","169","2002"
"Iceland","74.23","170","2002"
"Mozambique","73.95","171","2002"
"Mongolia","71.51","172","2002"
"Zambia","70.89","173","2002"
"Canada","70.43","174","2002"
"Kuwait","70.12","175","2002"
"Singapore","70.01","176","2002"
"Cambodia","68.73","177","2002"
"Algeria","65.85","178","2002"
"Uruguay","65.32","179","2002"
"Gambia (the)","64.48","180","2002"
"Bhutan","64.31","181","2002"
"Tunisia","62.75","182","2002"
"Senegal","60.54","183","2002"
"Sierra Leone","59.54","184","2002"
"Marshall Islands (the)","58.6","185","2002"
"Eritrea","56.32","186","2002"
"Armenia","55.35","187","2002"
"Montenegro","null","188","2002"
"Serbia","null","189","2002"
"San Marino","null","190","2002"
"Holy See (the)","null","191","2002"
"Andorra","null","192","2002"
"Monaco","null","193","2002"
"Taiwan","null","194","2002"
"South Sudan","null","195","2002"
"Bonaire","null","196","2002"
"Curaçao","null","197","2002"
"Sint Maarten (Dutch part)","null","198","2002"
"Palau","null","199","2002"
"Faroe Islands","null","200","2002"
"United States Minor Outlying Islands","null","201","2002"
"Serranilla Bank","null","202","2002"
"Scarborough Reef","null","203","2002"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2002"
"Spratly Islands","null","205","2002"
"American Samoa","null","206","2002"
"Greenland","null","207","2002"
"Guam","null","208","2002"
"Northern Mariana Islands","null","209","2002"
"Puerto Rico","null","210","2002"
"United States Virgin Islands","null","211","2002"
"Somaliland","null","212","2002"
"Northern Cyprus","null","213","2002"
"Cyprus No Mans Area","null","214","2002"
"Western Sahara","null","215","2002"
"Siachen Glacier","null","216","2002"
"Kosovo","null","217","2002"
