"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Morocco","97.59","57","2003"
"Papua New Guinea","97.34","58","2003"
"Afghanistan","97.29","59","2003"
"Iraq","97.2","60","2003"
"Mexico","97.2","61","2003"
"Sri Lanka","97.18","62","2003"
"Norway","97.1","63","2003"
"Burkina Faso","97.1","64","2003"
"Korea (the Democratic People's Republic of)","97.09","65","2003"
"Nauru","97.09","66","2003"
"India","96.96","67","2003"
"Niger (the)","96.9","68","2003"
"Mozambique","96.9","69","2003"
"Djibouti","96.54","70","2003"
"Ecuador","96.54","71","2003"
"Greece","96.4","72","2003"
"Tonga","96.35","73","2003"
"Portugal","96.28","74","2003"
"Equatorial Guinea","96.26","75","2003"
"Kyrgyzstan","96.15","76","2003"
"Iran (Islamic Republic of)","96.06","77","2003"
"Netherlands (the)","96.01","78","2003"
"Poland","95.98","79","2003"
"Saint Vincent and the Grenadines","95.96","80","2003"
"Vanuatu","95.68","81","2003"
"Liberia","95.6","82","2003"
"Finland","95.48","83","2003"
"Brazil","95.48","84","2003"
"Senegal","95.32","85","2003"
"Dominica","95.2","86","2003"
"Burundi","94.92","87","2003"
"Peru","94.82","88","2003"
"United Arab Emirates (the)","94.67","89","2003"
"Central African Republic (the)","94.62","90","2003"
"Philippines (the)","94.57","91","2003"
"Malawi","94.4","92","2003"
"Côte d'Ivoire","94.37","93","2003"
"Rwanda","94.37","94","2003"
"Lebanon","94.32","95","2003"
"Eswatini","94.32","96","2003"
"Turkey","94.21","97","2003"
"Chile","94.2","98","2003"
"Oman","94.15","99","2003"
"Nepal","93.93","100","2003"
"Timor-Leste","93.81","101","2003"
"Ghana","93.73","102","2003"
"Korea (the Republic of)","93.54","103","2003"
"Syrian Arab Republic (the)","93.45","104","2003"
"Haiti","93.45","105","2003"
"Guinea","93.26","106","2003"
"Bangladesh","92.85","107","2003"
"World","92.6","","2003"
"Bahamas (the)","92.56","108","2003"
"United States of America (the)","92.32","109","2003"
"Viet Nam","92.2","110","2003"
"Argentina","92.2","111","2003"
"Venezuela (Bolivarian Republic of)","91.98","112","2003"
"Zimbabwe","91.73","113","2003"
"New Zealand","91.73","114","2003"
"Austria","91.6","115","2003"
"Bulgaria","91.59","116","2003"
"Latvia","91.31","117","2003"
"Albania","91.28","118","2003"
"Congo (the)","91.15","119","2003"
"Switzerland","91.04","120","2003"
"Saudi Arabia","91","121","2003"
"Indonesia","90.98","122","2003"
"Malta","90.84","123","2003"
"Luxembourg","90.82","124","2003"
"Egypt","90.81","125","2003"
"Malaysia","90.68","126","2003"
"Canada","90.65","127","2003"
"China","90.53","128","2003"
"Maldives","90.4","129","2003"
"Lao People's Democratic Republic (the)","90.18","130","2003"
"Honduras","90.17","131","2003"
"Guinea-Bissau","90.12","132","2003"
"Romania","89.73","133","2003"
"Guatemala","89.64","134","2003"
"Azerbaijan","89.62","135","2003"
"Costa Rica","89.56","136","2003"
"El Salvador","89.53","137","2003"
"France","89.46","138","2003"
"Estonia","89.4","139","2003"
"Tajikistan","89.35","140","2003"
"Israel","89.09","141","2003"
"Suriname","88.81","142","2003"
"Russian Federation (the)","87.98","143","2003"
"Kenya","87.98","144","2003"
"Italy","87.84","145","2003"
"Nigeria","87.76","146","2003"
"Singapore","87.56","147","2003"
"Palestine, State of","87.51","148","2003"
"Pakistan","87.5","149","2003"
"Belize","87.4","150","2003"
"North Macedonia","87.2","151","2003"
"Zambia","87.15","152","2003"
"Madagascar","87.04","153","2003"
"Yemen","87","154","2003"
"Fiji","86.93","155","2003"
"Kuwait","86.26","156","2003"
"Belarus","85.35","157","2003"
"Gambia (the)","85.2","158","2003"
"Cambodia","84.73","159","2003"
"Germany","84.45","160","2003"
"Sierra Leone","84.31","161","2003"
"Myanmar","84.15","162","2003"
"Turkmenistan","84.09","163","2003"
"Algeria","83.7","164","2003"
"Uzbekistan","83.57","165","2003"
"Cameroon","83.32","166","2003"
"Namibia","83.04","167","2003"
"Ukraine","82.84","168","2003"
"Qatar","82.62","169","2003"
"Jordan","82.04","170","2003"
"Ethiopia","81.78","171","2003"
"Angola","81.73","172","2003"
"Slovakia","80.81","173","2003"
"Solomon Islands","80.5","174","2003"
"Tanzania, the United Republic of","79.51","175","2003"
"Slovenia","79.48","176","2003"
"Uruguay","77.18","177","2003"
"Czechia","75.96","178","2003"
"Kiribati","75.9","179","2003"
"Bosnia and Herzegovina","72.68","180","2003"
"Hungary","72.43","181","2003"
"Croatia","72.31","182","2003"
"Iceland","69.73","183","2003"
"Bhutan","68.65","184","2003"
"Eritrea","67.09","185","2003"
"Australia","64.65","186","2003"
"Armenia","60.54","187","2003"
"Montenegro","null","188","2003"
"Serbia","null","189","2003"
"San Marino","null","190","2003"
"Holy See (the)","null","191","2003"
"Andorra","null","192","2003"
"Monaco","null","193","2003"
"Taiwan","null","194","2003"
"South Sudan","null","195","2003"
"Bonaire","null","196","2003"
"Curaçao","null","197","2003"
"Sint Maarten (Dutch part)","null","198","2003"
"Palau","null","199","2003"
"Faroe Islands","null","200","2003"
"United States Minor Outlying Islands","null","201","2003"
"Serranilla Bank","null","202","2003"
"Scarborough Reef","null","203","2003"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2003"
"Spratly Islands","null","205","2003"
"American Samoa","null","206","2003"
"Greenland","null","207","2003"
"Guam","null","208","2003"
"Northern Mariana Islands","null","209","2003"
"Puerto Rico","null","210","2003"
"United States Virgin Islands","null","211","2003"
"Somaliland","null","212","2003"
"Northern Cyprus","null","213","2003"
"Cyprus No Mans Area","null","214","2003"
"Western Sahara","null","215","2003"
"Siachen Glacier","null","216","2003"
"Kosovo","null","217","2003"
