"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Netherlands (the)","100.15","111","2007"
"Saudi Arabia","100.14","112","2007"
"Liechtenstein","100.1","113","2007"
"Singapore","100.06","114","2007"
"Japan","99.98","115","2007"
"Ghana","99.89","116","2007"
"Timor-Leste","99.85","117","2007"
"Marshall Islands (the)","99.75","118","2007"
"Israel","99.37","119","2007"
"Côte d'Ivoire","99.23","120","2007"
"Belize","99.21","121","2007"
"Nepal","99.1","122","2007"
"Samoa","98.81","123","2007"
"Sweden","98.48","124","2007"
"Poland","98.31","125","2007"
"Sierra Leone","98.21","126","2007"
"Nigeria","97.54","127","2007"
"Canada","97.54","128","2007"
"Lebanon","97.48","129","2007"
"Guyana","97.4","130","2007"
"Botswana","97.2","131","2007"
"North Macedonia","97.09","132","2007"
"Korea (the Republic of)","97.04","133","2007"
"Chile","96.89","134","2007"
"Eswatini","96.76","135","2007"
"Micronesia (Federated States of)","96.75","136","2007"
"Denmark","96.7","137","2007"
"Barbados","96","138","2007"
"Czechia","95.81","139","2007"
"Turkey","95.48","140","2007"
"Malta","95.42","141","2007"
"Germany","95.37","142","2007"
"Belgium","95.34","143","2007"
"Jordan","94.9","144","2007"
"Seychelles","94.62","145","2007"
"Bosnia and Herzegovina","93.98","146","2007"
"Lesotho","93.09","147","2007"
"Burundi","93.04","148","2007"
"South Africa","92.87","149","2007"
"Georgia","92.67","150","2007"
"Norway","92.64","151","2007"
"France","92.57","152","2007"
"United Kingdom","92.57","153","2007"
"Slovenia","91.76","154","2007"
"Italy","91.65","155","2007"
"Korea (the Democratic People's Republic of)","91.59","156","2007"
"Portugal","91.57","157","2007"
"Saint Lucia","90.93","158","2007"
"Grenada","90.84","159","2007"
"Greece","90.54","160","2007"
"Fiji","90.48","161","2007"
"Algeria","89.85","162","2007"
"Benin","89.62","163","2007"
"Brunei Darussalam","89.4","164","2007"
"Ukraine","89.15","165","2007"
"United Arab Emirates (the)","89.09","166","2007"
"Somalia","88.93","167","2007"
"Serbia","88.7","168","2007"
"Luxembourg","87.51","169","2007"
"Palestine, State of","87.12","170","2007"
"Turkmenistan","86.5","171","2007"
"Morocco","86.48","172","2007"
"Mauritius","86.29","173","2007"
"Cuba","85.84","174","2007"
"Syrian Arab Republic (the)","83.79","175","2007"
"Ireland","83.03","176","2007"
"Maldives","82.87","177","2007"
"Slovakia","82.45","178","2007"
"Cyprus","82.4","179","2007"
"Senegal","80.59","180","2007"
"Burkina Faso","79.81","181","2007"
"Hungary","75.31","182","2007"
"Moldova (the Republic of)","74.2","183","2007"
"Bulgaria","70.2","184","2007"
"Gambia (the)","65.07","185","2007"
"Australia","62.78","186","2007"
"Romania","58.07","187","2007"
"Montenegro","50.21","188","2007"
"Saint Kitts and Nevis","25.51","189","2007"
"San Marino","null","190","2007"
"Holy See (the)","null","191","2007"
"Andorra","null","192","2007"
"Monaco","null","193","2007"
"Taiwan","null","194","2007"
"South Sudan","null","195","2007"
"Bonaire","null","196","2007"
"Curaçao","null","197","2007"
"Sint Maarten (Dutch part)","null","198","2007"
"Palau","null","199","2007"
"Faroe Islands","null","200","2007"
"United States Minor Outlying Islands","null","201","2007"
"Serranilla Bank","null","202","2007"
"Scarborough Reef","null","203","2007"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2007"
"Spratly Islands","null","205","2007"
"American Samoa","null","206","2007"
"Greenland","null","207","2007"
"Guam","null","208","2007"
"Northern Mariana Islands","null","209","2007"
"Puerto Rico","null","210","2007"
"United States Virgin Islands","null","211","2007"
"Somaliland","null","212","2007"
"Northern Cyprus","null","213","2007"
"Cyprus No Mans Area","null","214","2007"
"Western Sahara","null","215","2007"
"Siachen Glacier","null","216","2007"
"Kosovo","null","217","2007"
