"Country","CO2 emissions (metric tons per capita)","Rank","Year"
"Mexico","4.4","72","2007"
"Singapore","4.34","73","2007"
"Chile","4.33","74","2007"
"Turkey","4.09","75","2007"
"Latvia","3.77","76","2007"
"Azerbaijan","3.55","77","2007"
"Thailand","3.53","78","2007"
"Jordan","3.52","79","2007"
"Jamaica","3.48","80","2007"
"Suriname","3.45","81","2007"
"Montenegro","3.34","82","2007"
"Syrian Arab Republic (the)","3.34","83","2007"
"Algeria","3.2","84","2007"
"Mauritius","2.97","85","2007"
"Lebanon","2.82","86","2007"
"Gabon","2.79","87","2007"
"Korea (the Democratic People's Republic of)","2.65","88","2007"
"Dominica","2.58","89","2007"
"Egypt","2.41","90","2007"
"Maldives","2.33","91","2007"
"Tunisia","2.33","92","2007"
"Cuba","2.3","93","2007"
"Saint Lucia","2.29","94","2007"
"Dominican Republic (the)","2.26","95","2007"
"Grenada","2.26","96","2007"
"Botswana","2.25","97","2007"
"Ecuador","2.23","98","2007"
"Iraq","2.22","99","2007"
"Marshall Islands (the)","2.22","100","2007"
"Panama","2.11","101","2007"
"Guyana","2.09","102","2007"
"Saint Vincent and the Grenadines","2.09","103","2007"
"Liechtenstein","1.97","104","2007"
"Brazil","1.91","105","2007"
"Costa Rica","1.84","106","2007"
"Uruguay","1.8","107","2007"
"Armenia","1.72","108","2007"
"Georgia","1.66","109","2007"
"Moldova (the Republic of)","1.62","110","2007"
"Indonesia","1.61","111","2007"
"Morocco","1.61","112","2007"
"Belize","1.59","113","2007"
"Colombia","1.42","114","2007"
"Fiji","1.38","115","2007"
"Albania","1.32","116","2007"
"Bolivia (Plurinational State of)","1.29","117","2007"
"Micronesia (Federated States of)","1.26","118","2007"
"Kyrgyzstan","1.25","119","2007"
"Peru","1.23","120","2007"
"Viet Nam","1.22","121","2007"
"Angola","1.2","122","2007"
"India","1.18","123","2007"
"Namibia","1.17","124","2007"
"El Salvador","1.14","125","2007"
"Honduras","1.12","126","2007"
"Tonga","1.1","127","2007"
"Tuvalu","1.07","128","2007"
"Cabo Verde","1.06","129","2007"
"Lesotho","1.04","130","2007"
"Eswatini","1.03","131","2007"
"Yemen","0.98","132","2007"
"Pakistan","0.94","133","2007"
"Samoa","0.94","134","2007"
"Guatemala","0.91","135","2007"
"Papua New Guinea","0.89","136","2007"
"Nicaragua","0.82","137","2007"
"Philippines (the)","0.8","138","2007"
"Zimbabwe","0.8","139","2007"
"Paraguay","0.68","140","2007"
"Palestine, State of","0.66","141","2007"
"Nigeria","0.64","142","2007"
"Sri Lanka","0.62","143","2007"
"Kiribati","0.6","144","2007"
"Bhutan","0.59","145","2007"
"Mauritania","0.57","146","2007"
"Djibouti","0.57","147","2007"
"Benin","0.53","148","2007"
"Sao Tome and Principe","0.5","149","2007"
"Tajikistan","0.45","150","2007"
"Vanuatu","0.45","151","2007"
"Senegal","0.44","152","2007"
"Ghana","0.42","153","2007"
"Solomon Islands","0.36","154","2007"
"Côte d'Ivoire","0.35","155","2007"
"Sudan (the)","0.33","156","2007"
"Lao People's Democratic Republic (the)","0.31","157","2007"
"Bangladesh","0.31","158","2007"
"Cameroon","0.31","159","2007"
"Congo (the)","0.31","160","2007"
"Myanmar","0.25","161","2007"
"Cambodia","0.25","162","2007"
"Kenya","0.25","163","2007"
"Haiti","0.25","164","2007"
"Togo","0.23","165","2007"
"Gambia (the)","0.21","166","2007"
"Guinea","0.2","167","2007"
"Liberia","0.18","168","2007"
"Eritrea","0.18","169","2007"
"Timor-Leste","0.17","170","2007"
"Guinea-Bissau","0.16","171","2007"
"Comoros (the)","0.16","172","2007"
"Zambia","0.15","173","2007"
"Tanzania, the United Republic of","0.14","174","2007"
"Burkina Faso","0.11","175","2007"
"Sierra Leone","0.1","176","2007"
"Mozambique","0.1","177","2007"
"Nepal","0.09","178","2007"
"Madagascar","0.09","179","2007"
"Mali","0.09","180","2007"
"Uganda","0.09","181","2007"
"Afghanistan","0.08","182","2007"
"Ethiopia","0.07","183","2007"
"Malawi","0.07","184","2007"
"Chad","0.07","185","2007"
"Central African Republic (the)","0.06","186","2007"
"Rwanda","0.06","187","2007"
"Somalia","0.05","188","2007"
"Niger (the)","0.04","189","2007"
"Congo (the Democratic Republic of the)","0.03","190","2007"
"Burundi","0.02","191","2007"
"World","0","","2007"
"San Marino","null","192","2007"
"Holy See (the)","null","193","2007"
"Monaco","null","194","2007"
"Taiwan","null","195","2007"
"South Sudan","null","196","2007"
"Bonaire","null","197","2007"
"Curaçao","null","198","2007"
"Sint Maarten (Dutch part)","null","199","2007"
"Faroe Islands","null","200","2007"
"United States Minor Outlying Islands","null","201","2007"
"Serranilla Bank","null","202","2007"
"Scarborough Reef","null","203","2007"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2007"
"Spratly Islands","null","205","2007"
"American Samoa","null","206","2007"
"Greenland","null","207","2007"
"Guam","null","208","2007"
"Northern Mariana Islands","null","209","2007"
"Puerto Rico","null","210","2007"
"United States Virgin Islands","null","211","2007"
"Somaliland","null","212","2007"
"Northern Cyprus","null","213","2007"
"Cyprus No Mans Area","null","214","2007"
"Western Sahara","null","215","2007"
"Siachen Glacier","null","216","2007"
"Kosovo","null","217","2007"
"Faroe Islands","null","218","2007"
"United States Minor Outlying Islands","null","219","2007"
"Serranilla Bank","null","220","2007"
"Scarborough Reef","null","221","2007"
"Bajo Nuevo Bank (Petrel Is.)","null","222","2007"
"Spratly Islands","null","223","2007"
"American Samoa","null","224","2007"
"Greenland","null","225","2007"
"Guam","null","226","2007"
"Northern Mariana Islands","null","227","2007"
"Puerto Rico","null","228","2007"
"United States Virgin Islands","null","229","2007"
"Somaliland","null","230","2007"
"Northern Cyprus","null","231","2007"
"Cyprus No Mans Area","null","232","2007"
"Western Sahara","null","233","2007"
"Siachen Glacier","null","234","2007"
"Kosovo","null","235","2007"
