"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Central African Republic (the)","113.5","106","2015"
"South Africa","113.43","107","2015"
"Eswatini","113.4","108","2015"
"Philippines (the)","112.71","109","2015"
"Saint Vincent and the Grenadines","112.51","110","2015"
"Sao Tome and Principe","112.48","111","2015"
"Chile","112.21","112","2015"
"Timor-Leste","112.12","113","2015"
"Tuvalu","111.42","114","2015"
"Antigua and Barbuda","111.31","115","2015"
"Iran (Islamic Republic of)","110.81","116","2015"
"Marshall Islands (the)","110.26","117","2015"
"Australia","110.23","118","2015"
"United Kingdom","110.18","119","2015"
"Congo (the Democratic Republic of the)","109.51","120","2015"
"Cabo Verde","108.85","121","2015"
"Netherlands (the)","108.76","122","2015"
"Comoros (the)","107.96","123","2015"
"Liberia","107.92","124","2015"
"Liechtenstein","107.81","125","2015"
"Spain","107.07","126","2015"
"Czechia","107.01","127","2015"
"Ireland","106.98","128","2015"
"Poland","105.53","129","2015"
"Korea (the Democratic People's Republic of)","105.5","130","2015"
"Bhutan","104.43","131","2015"
"Bahrain","103.87","132","2015"
"Belarus","102.45","133","2015"
"Norway","101.89","134","2015"
"France","101.84","135","2015"
"Malta","101.53","136","2015"
"Germany","101.01","137","2015"
"Jamaica","100.59","138","2015"
"Lesotho","100.17","139","2015"
"Belgium","99.95","140","2015"
"Bosnia and Herzegovina","98.95","141","2015"
"Belize","98.79","142","2015"
"El Salvador","98.62","143","2015"
"Venezuela (Bolivarian Republic of)","98.5","144","2015"
"Somalia","98.42","145","2015"
"Burundi","98.07","146","2015"
"Brunei Darussalam","97.48","147","2015"
"Israel","97.4","148","2015"
"Slovenia","97.31","149","2015"
"Lebanon","96.18","150","2015"
"Gambia (the)","96.15","151","2015"
"Romania","94.64","152","2015"
"Slovakia","94.43","153","2015"
"Moldova (the Republic of)","94.43","154","2015"
"Switzerland","94.12","155","2015"
"Finland","93.84","156","2015"
"Seychelles","93.23","157","2015"
"Korea (the Republic of)","92.29","158","2015"
"Cuba","92.12","159","2015"
"Hungary","92.06","160","2015"
"Panama","91.43","161","2015"
"Italy","91.28","162","2015"
"Serbia","90.43","163","2015"
"Japan","89.78","164","2015"
"Zimbabwe","89.6","165","2015"
"Iceland","89.09","166","2015"
"Luxembourg","87.2","167","2015"
"Palestine, State of","86.79","168","2015"
"Greece","86.2","169","2015"
"Austria","85.54","170","2015"
"Uganda","84.67","171","2015"
"Mauritius","82.45","172","2015"
"Turkmenistan","80.34","173","2015"
"Georgia","78.59","174","2015"
"Eritrea","76.65","175","2015"
"Fiji","74.93","176","2015"
"United Arab Emirates (the)","74.7","177","2015"
"Saudi Arabia","71.28","178","2015"
"Syrian Arab Republic (the)","70.2","179","2015"
"Cyprus","68.29","180","2015"
"Maldives","62.82","181","2015"
"Trinidad and Tobago","61.46","182","2015"
"Iraq","61.38","183","2015"
"Kiribati","54.38","184","2015"
"Montenegro","52.6","185","2015"
"Barbados","52.28","186","2015"
"Saint Lucia","46.63","187","2015"
"Saint Kitts and Nevis","29.53","188","2015"
"San Marino","null","189","2015"
"Holy See (the)","null","190","2015"
"Andorra","null","191","2015"
"Monaco","null","192","2015"
"Taiwan","null","193","2015"
"Sudan (the)","null","194","2015"
"South Sudan","null","195","2015"
"Bonaire","null","196","2015"
"Curaçao","null","197","2015"
"Sint Maarten (Dutch part)","null","198","2015"
"Palau","null","199","2015"
"World","null","","2015"
"Faroe Islands","null","200","2015"
"United States Minor Outlying Islands","null","201","2015"
"Serranilla Bank","null","202","2015"
"Scarborough Reef","null","203","2015"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2015"
"Spratly Islands","null","205","2015"
"American Samoa","null","206","2015"
"Greenland","null","207","2015"
"Guam","null","208","2015"
"Northern Mariana Islands","null","209","2015"
"Puerto Rico","null","210","2015"
"United States Virgin Islands","null","211","2015"
"Somaliland","null","212","2015"
"Northern Cyprus","null","213","2015"
"Cyprus No Mans Area","null","214","2015"
"Western Sahara","null","215","2015"
"Siachen Glacier","null","216","2015"
"Kosovo","null","217","2015"
