"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Brunei Darussalam","99.12","127","2018"
"Egypt","98.95","128","2018"
"Angola","98.51","129","2018"
"France","98.43","130","2018"
"Italy","98.39","131","2018"
"Kuwait","98.28","132","2018"
"Poland","98.23","133","2018"
"Lebanon","97.95","134","2018"
"Zambia","97.76","135","2018"
"Slovakia","97.37","136","2018"
"Belize","97.31","137","2018"
"Liberia","97.2","138","2018"
"Uganda","97.14","139","2018"
"Saint Lucia","97.06","140","2018"
"Korea (the Republic of)","96.89","141","2018"
"Timor-Leste","96.87","142","2018"
"Vanuatu","96.7","143","2018"
"Suriname","96.51","144","2018"
"Yemen","96.23","145","2018"
"Micronesia (Federated States of)","96.23","146","2018"
"Japan","96.03","147","2018"
"Jordan","95.59","148","2018"
"Cyprus","94.95","149","2018"
"Korea (the Democratic People's Republic of)","94.85","150","2018"
"Netherlands (the)","94.71","151","2018"
"Ecuador","94.43","152","2018"
"Israel","93.98","153","2018"
"Zimbabwe","93.79","154","2018"
"Lao People's Democratic Republic (the)","93.75","155","2018"
"Malta","93.53","156","2018"
"Belgium","93.04","157","2018"
"Turkmenistan","92.48","158","2018"
"Syrian Arab Republic (the)","92.12","159","2018"
"Venezuela (Bolivarian Republic of)","91.78","160","2018"
"Congo (the Democratic Republic of the)","91.62","161","2018"
"Argentina","91.51","162","2018"
"Tanzania, the United Republic of","91.39","163","2018"
"Belarus","91.17","164","2018"
"Afghanistan","91.04","165","2018"
"United Kingdom","90.73","166","2018"
"Rwanda","89.32","167","2018"
"Czechia","89.01","168","2018"
"South Sudan","88.9","169","2018"
"Algeria","88.62","170","2018"
"Fiji","86.76","171","2018"
"Iraq","85.59","172","2018"
"Germany","83.59","173","2018"
"Latvia","82.54","174","2018"
"Mauritius","82.01","175","2018"
"Greece","80.82","176","2018"
"Lithuania","80.53","177","2018"
"Finland","79.26","178","2018"
"Denmark","78.2","179","2018"
"Iceland","77.98","180","2018"
"Ireland","77.23","181","2018"
"Estonia","76.79","182","2018"
"Cabo Verde","75.89","183","2018"
"Uruguay","73.45","184","2018"
"Sao Tome and Principe","73.32","185","2018"
"Armenia","71.42","186","2018"
"Sierra Leone","71.18","187","2018"
"Norway","70.29","188","2018"
"Sweden","64.43","189","2018"
"San Marino","null","190","2018"
"Holy See (the)","null","191","2018"
"Andorra","null","192","2018"
"Monaco","null","193","2018"
"Taiwan","null","194","2018"
"Palestine, State of","null","195","2018"
"Bonaire","null","196","2018"
"Curaçao","null","197","2018"
"Sint Maarten (Dutch part)","null","198","2018"
"Palau","null","199","2018"
"World","null","","2018"
"Faroe Islands","null","200","2018"
"United States Minor Outlying Islands","null","201","2018"
"Serranilla Bank","null","202","2018"
"Scarborough Reef","null","203","2018"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2018"
"Spratly Islands","null","205","2018"
"American Samoa","null","206","2018"
"Greenland","null","207","2018"
"Guam","null","208","2018"
"Northern Mariana Islands","null","209","2018"
"Puerto Rico","null","210","2018"
"United States Virgin Islands","null","211","2018"
"Somaliland","null","212","2018"
"Northern Cyprus","null","213","2018"
"Cyprus No Mans Area","null","214","2018"
"Western Sahara","null","215","2018"
"Siachen Glacier","null","216","2018"
"Kosovo","null","217","2018"
