"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Italy","96.93","143","2017"
"Burundi","96.45","144","2017"
"New Zealand","96.43","145","2017"
"Afghanistan","96.2","146","2017"
"Korea (the Republic of)","96","147","2017"
"Mauritius","95.56","148","2017"
"Germany","95.45","149","2017"
"Bolivia (Plurinational State of)","95.37","150","2017"
"Bosnia and Herzegovina","95.29","151","2017"
"Liberia","94.93","152","2017"
"Tanzania, the United Republic of","94.84","153","2017"
"South Sudan","94.71","154","2017"
"Korea (the Democratic People's Republic of)","94.68","155","2017"
"Cyprus","94.54","156","2017"
"Malta","93.98","157","2017"
"Finland","93.81","158","2017"
"Austria","93.7","159","2017"
"Uganda","93.56","160","2017"
"Ecuador","93.56","161","2017"
"Congo (the Democratic Republic of the)","93.34","162","2017"
"Botswana","92.21","163","2017"
"Jordan","92.01","164","2017"
"Turkmenistan","91.73","165","2017"
"Yemen","91.48","166","2017"
"Tunisia","91.15","167","2017"
"Cabo Verde","90.98","168","2017"
"Sri Lanka","90.68","169","2017"
"Burkina Faso","90.65","170","2017"
"Czechia","90.2","171","2017"
"Luxembourg","90.01","172","2017"
"Saint Lucia","89.07","173","2017"
"Croatia","88.14","174","2017"
"Rwanda","87.67","175","2017"
"Slovakia","87.54","176","2017"
"Slovenia","87.39","177","2017"
"Armenia","86.9","178","2017"
"Serbia","85.9","179","2017"
"Fiji","85.73","180","2017"
"Venezuela (Bolivarian Republic of)","83.65","181","2017"
"Georgia","81.79","182","2017"
"Algeria","80.23","183","2017"
"North Macedonia","79.21","184","2017"
"Iraq","76.9","185","2017"
"Sao Tome and Principe","76.07","186","2017"
"Mongolia","72.26","187","2017"
"Uruguay","71.56","188","2017"
"Sierra Leone","70.03","189","2017"
"San Marino","null","190","2017"
"Holy See (the)","null","191","2017"
"Andorra","null","192","2017"
"Monaco","null","193","2017"
"Taiwan","null","194","2017"
"Palestine, State of","null","195","2017"
"Bonaire","null","196","2017"
"Curaçao","null","197","2017"
"Sint Maarten (Dutch part)","null","198","2017"
"Palau","null","199","2017"
"World","null","","2017"
"Faroe Islands","null","200","2017"
"United States Minor Outlying Islands","null","201","2017"
"Serranilla Bank","null","202","2017"
"Scarborough Reef","null","203","2017"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2017"
"Spratly Islands","null","205","2017"
"American Samoa","null","206","2017"
"Greenland","null","207","2017"
"Guam","null","208","2017"
"Northern Mariana Islands","null","209","2017"
"Puerto Rico","null","210","2017"
"United States Virgin Islands","null","211","2017"
"Somaliland","null","212","2017"
"Northern Cyprus","null","213","2017"
"Cyprus No Mans Area","null","214","2017"
"Western Sahara","null","215","2017"
"Siachen Glacier","null","216","2017"
"Kosovo","null","217","2017"
