"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Costa Rica","124.79","69","2013"
"Argentina","123.67","70","2013"
"Yemen","123.39","71","2013"
"Congo (the)","123.28","72","2013"
"Côte d'Ivoire","123.06","73","2013"
"Cabo Verde","121.75","74","2013"
"Honduras","121.4","75","2013"
"Papua New Guinea","120.96","76","2013"
"Spain","120.78","77","2013"
"Croatia","120.7","78","2013"
"Central African Republic (the)","120.7","79","2013"
"Togo","120.12","80","2013"
"Myanmar","119.59","81","2013"
"Senegal","119.12","82","2013"
"Azerbaijan","119.06","83","2013"
"Philippines (the)","118.6","84","2013"
"Malaysia","117.95","85","2013"
"Mexico","117.54","86","2013"
"Tunisia","116.67","87","2013"
"New Zealand","116.67","88","2013"
"South Africa","116.64","89","2013"
"Sao Tome and Principe","116.59","90","2013"
"Solomon Islands","115.75","91","2013"
"Madagascar","115.37","92","2013"
"Marshall Islands (the)","115.23","93","2013"
"Turkey","115.17","94","2013"
"Libya","115.17","95","2013"
"Pakistan","114.26","96","2013"
"Samoa","113.81","97","2013"
"North Macedonia","113.79","98","2013"
"Equatorial Guinea","113.31","99","2013"
"Eswatini","112.87","100","2013"
"Nauru","112.32","101","2013"
"Timor-Leste","112.25","102","2013"
"Dominica","111.34","103","2013"
"Egypt","111.15","104","2013"
"Chile","111.09","105","2013"
"Australia","110.84","106","2013"
"Lesotho","110.78","107","2013"
"Tuvalu","110.62","108","2013"
"Bosnia and Herzegovina","110.07","109","2013"
"Saint Vincent and the Grenadines","109.84","110","2013"
"Somalia","109.06","111","2013"
"United States of America (the)","108.95","112","2013"
"Antigua and Barbuda","108.92","113","2013"
"Congo (the Democratic Republic of the)","108.9","114","2013"
"Poland","108.43","115","2013"
"El Salvador","108.43","116","2013"
"Kyrgyzstan","108.32","117","2013"
"Colombia","108.15","118","2013"
"Netherlands (the)","107.51","119","2013"
"Namibia","106.31","120","2013"
"Sweden","106.2","121","2013"
"Iran (Islamic Republic of)","105.85","122","2013"
"Portugal","105.56","123","2013"
"Liberia","105.25","124","2013"
"Comoros (the)","104.76","125","2013"
"Bahrain","104.68","126","2013"
"Nigeria","104.28","127","2013"
"Israel","103.95","128","2013"
"Venezuela (Bolivarian Republic of)","103.95","129","2013"
"Denmark","103.59","130","2013"
"Korea (the Democratic People's Republic of)","103.51","131","2013"
"Czechia","103.37","132","2013"
"Ecuador","102.6","133","2013"
"Jamaica","102.6","134","2013"
"Romania","102.5","135","2013"
"Moldova (the Republic of)","102.48","136","2013"
"Serbia","102.31","137","2013"
"Botswana","102.31","138","2013"
"Brunei Darussalam","101.65","139","2013"
"Finland","101.56","140","2013"
"Liechtenstein","100.39","141","2013"
"Georgia","100.04","142","2013"
"Micronesia (Federated States of)","99.62","143","2013"
"Zimbabwe","99.54","144","2013"
"Malta","99.45","145","2013"
"Germany","98.89","146","2013"
"Belize","98.43","147","2013"
"Grenada","97.62","148","2013"
"Gambia (the)","97.17","149","2013"
"Seychelles","97.07","150","2013"
"Ireland","96.89","151","2013"
"United Kingdom","96.65","152","2013"
"Belarus","96.56","153","2013"
"Bhutan","96.18","154","2013"
"Lebanon","94.73","155","2013"
"Belgium","94.54","156","2013"
"France","94.48","157","2013"
"Korea (the Republic of)","93.26","158","2013"
"Panama","92.45","159","2013"
"Japan","92.06","160","2013"
"Cuba","90.59","161","2013"
"Switzerland","90.29","162","2013"
"Italy","89.26","163","2013"
"Slovakia","89.12","164","2013"
"Hungary","88.06","165","2013"
"Luxembourg","86.09","166","2013"
"Austria","85.98","167","2013"
"Saudi Arabia","84.37","168","2013"
"Greece","84.23","169","2013"
"Palestine, State of","84.18","170","2013"
"Uganda","82.81","171","2013"
"Syrian Arab Republic (the)","81.62","172","2013"
"Mauritius","81.46","173","2013"
"Turkmenistan","80.9","174","2013"
"Eritrea","79.18","175","2013"
"Norway","78.81","176","2013"
"Iceland","77.95","177","2013"
"Slovenia","77.93","178","2013"
"Fiji","75.98","179","2013"
"Cyprus","61.67","180","2013"
"Barbados","61.45","181","2013"
"Trinidad and Tobago","60.7","182","2013"
"Maldives","58.5","183","2013"
"Kiribati","53.85","184","2013"
"Montenegro","52.43","185","2013"
"Saint Lucia","48.2","186","2013"
"United Arab Emirates (the)","35.5","187","2013"
"Saint Kitts and Nevis","31.48","188","2013"
"San Marino","null","189","2013"
"Holy See (the)","null","190","2013"
"Andorra","null","191","2013"
"Monaco","null","192","2013"
"Taiwan","null","193","2013"
"Sudan (the)","null","194","2013"
"South Sudan","null","195","2013"
"Bonaire","null","196","2013"
"Curaçao","null","197","2013"
"Sint Maarten (Dutch part)","null","198","2013"
"Palau","null","199","2013"
"Faroe Islands","null","200","2013"
"United States Minor Outlying Islands","null","201","2013"
"Serranilla Bank","null","202","2013"
"Scarborough Reef","null","203","2013"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2013"
"Spratly Islands","null","205","2013"
"American Samoa","null","206","2013"
"Greenland","null","207","2013"
"Guam","null","208","2013"
"Northern Mariana Islands","null","209","2013"
"Puerto Rico","null","210","2013"
"United States Virgin Islands","null","211","2013"
"Somaliland","null","212","2013"
"Northern Cyprus","null","213","2013"
"Cyprus No Mans Area","null","214","2013"
"Western Sahara","null","215","2013"
"Siachen Glacier","null","216","2013"
"Kosovo","null","217","2013"
