"Country","CO2 emissions (metric tons per capita)","Rank","Year"
"Sao Tome and Principe","0.52","145","2006"
"Mauritania","0.51","146","2006"
"Djibouti","0.51","147","2006"
"Benin","0.47","148","2006"
"Ghana","0.41","149","2006"
"Senegal","0.41","150","2006"
"Tajikistan","0.38","151","2006"
"Côte d'Ivoire","0.37","152","2006"
"Solomon Islands","0.34","153","2006"
"Lao People's Democratic Republic (the)","0.3","154","2006"
"Bangladesh","0.3","155","2006"
"Congo (the)","0.29","156","2006"
"Sudan (the)","0.29","157","2006"
"Myanmar","0.26","158","2006"
"Kenya","0.25","159","2006"
"Comoros (the)","0.25","160","2006"
"Cambodia","0.22","161","2006"
"Gambia (the)","0.22","162","2006"
"Haiti","0.22","163","2006"
"Vanuatu","0.22","164","2006"
"Cameroon","0.21","165","2006"
"Togo","0.21","166","2006"
"Liberia","0.2","167","2006"
"Guinea","0.2","168","2006"
"Eritrea","0.18","169","2006"
"Zambia","0.18","170","2006"
"Timor-Leste","0.17","171","2006"
"Tanzania, the United Republic of","0.15","172","2006"
"Guinea-Bissau","0.15","173","2006"
"Sierra Leone","0.12","174","2006"
"Nepal","0.09","175","2006"
"Burkina Faso","0.09","176","2006"
"Mozambique","0.09","177","2006"
"Madagascar","0.08","178","2006"
"Mali","0.08","179","2006"
"Uganda","0.08","180","2006"
"Ethiopia","0.07","181","2006"
"Malawi","0.07","182","2006"
"Chad","0.07","183","2006"
"Afghanistan","0.06","184","2006"
"Central African Republic (the)","0.06","185","2006"
"Somalia","0.05","186","2006"
"Rwanda","0.05","187","2006"
"Niger (the)","0.04","188","2006"
"Congo (the Democratic Republic of the)","0.02","189","2006"
"Burundi","0.02","190","2006"
"World","0","","2006"
"Liechtenstein","null","191","2006"
"San Marino","null","192","2006"
"Holy See (the)","null","193","2006"
"Monaco","null","194","2006"
"Taiwan","null","195","2006"
"South Sudan","null","196","2006"
"Bonaire","null","197","2006"
"Curaçao","null","198","2006"
"Sint Maarten (Dutch part)","null","199","2006"
"Faroe Islands","null","200","2006"
"United States Minor Outlying Islands","null","201","2006"
"Serranilla Bank","null","202","2006"
"Scarborough Reef","null","203","2006"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2006"
"Spratly Islands","null","205","2006"
"American Samoa","null","206","2006"
"Greenland","null","207","2006"
"Guam","null","208","2006"
"Northern Mariana Islands","null","209","2006"
"Puerto Rico","null","210","2006"
"United States Virgin Islands","null","211","2006"
"Somaliland","null","212","2006"
"Northern Cyprus","null","213","2006"
"Cyprus No Mans Area","null","214","2006"
"Western Sahara","null","215","2006"
"Siachen Glacier","null","216","2006"
"Kosovo","null","217","2006"
"Faroe Islands","null","218","2006"
"United States Minor Outlying Islands","null","219","2006"
"Serranilla Bank","null","220","2006"
"Scarborough Reef","null","221","2006"
"Bajo Nuevo Bank (Petrel Is.)","null","222","2006"
"Spratly Islands","null","223","2006"
"American Samoa","null","224","2006"
"Greenland","null","225","2006"
"Guam","null","226","2006"
"Northern Mariana Islands","null","227","2006"
"Puerto Rico","null","228","2006"
"United States Virgin Islands","null","229","2006"
"Somaliland","null","230","2006"
"Northern Cyprus","null","231","2006"
"Cyprus No Mans Area","null","232","2006"
"Western Sahara","null","233","2006"
"Siachen Glacier","null","234","2006"
"Kosovo","null","235","2006"
