"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Costa Rica","90.01","105","2001"
"Timor-Leste","89.37","106","2001"
"Colombia","89.35","107","2001"
"Philippines (the)","89.28","108","2001"
"Qatar","89.26","109","2001"
"Yemen","89.21","110","2001"
"World","89.19","","2001"
"Belgium","89.01","111","2001"
"Chile","88.89","112","2001"
"Albania","88.59","113","2001"
"Bangladesh","88.29","114","2001"
"Nepal","88.21","115","2001"
"Congo (the)","88.09","116","2001"
"Saint Vincent and the Grenadines","88.09","117","2001"
"Mauritania","87.95","118","2001"
"Bolivia (Plurinational State of)","87.93","119","2001"
"Turkey","87.87","120","2001"
"Eswatini","87.53","121","2001"
"China","86.89","122","2001"
"Argentina","86.78","123","2001"
"Kenya","86.53","124","2001"
"Ukraine","86.37","125","2001"
"Madagascar","86.32","126","2001"
"Iceland","86.2","127","2001"
"Peru","86.18","128","2001"
"Paraguay","86.17","129","2001"
"Israel","85.75","130","2001"
"Turkmenistan","85.48","131","2001"
"Luxembourg","85.23","132","2001"
"Guinea","85.2","133","2001"
"Egypt","85.17","134","2001"
"Sudan (the)","85.12","135","2001"
"North Macedonia","84.93","136","2001"
"Lao People's Democratic Republic (the)","84.78","137","2001"
"Mozambique","84.62","138","2001"
"Nicaragua","84.45","139","2001"
"Pakistan","84.06","140","2001"
"Burkina Faso","83.53","141","2001"
"Slovenia","83.37","142","2001"
"Saudi Arabia","82.89","143","2001"
"Brazil","82.34","144","2001"
"Mongolia","82.31","145","2001"
"Viet Nam","82.26","146","2001"
"Guatemala","82.2","147","2001"
"Malaysia","82.03","148","2001"
"Syrian Arab Republic (the)","81.81","149","2001"
"Ghana","81.4","150","2001"
"Niger (the)","81.32","151","2001"
"Namibia","81.09","152","2001"
"Latvia","80.75","153","2001"
"Azerbaijan","80.64","154","2001"
"Indonesia","80.37","155","2001"
"Ethiopia","80.12","156","2001"
"Rwanda","79.9","157","2001"
"Canada","79.54","158","2001"
"Nigeria","79.39","159","2001"
"Palestine, State of","79.29","160","2001"
"Uzbekistan","78.81","161","2001"
"Cameroon","78.59","162","2001"
"Maldives","78.29","163","2001"
"Solomon Islands","77.79","164","2001"
"Iran (Islamic Republic of)","77.6","165","2001"
"Myanmar","77.03","166","2001"
"Tajikistan","76.09","167","2001"
"Honduras","75.06","168","2001"
"Belarus","74.78","169","2001"
"Kiribati","74.6","170","2001"
"Bosnia and Herzegovina","73.85","171","2001"
"Tanzania, the United Republic of","73.73","172","2001"
"Morocco","72.62","173","2001"
"Cambodia","72.56","174","2001"
"Afghanistan","72.45","175","2001"
"Zambia","70.25","176","2001"
"Uruguay","68.75","177","2001"
"Bhutan","64.85","178","2001"
"Kuwait","64.76","179","2001"
"Singapore","64.04","180","2001"
"Jordan","63.28","181","2001"
"Angola","62.9","182","2001"
"Algeria","62.46","183","2001"
"Tunisia","61.46","184","2001"
"Armenia","56.57","185","2001"
"Sierra Leone","49.6","186","2001"
"Marshall Islands (the)","16.78","187","2001"
"Montenegro","null","188","2001"
"Serbia","null","189","2001"
"San Marino","null","190","2001"
"Holy See (the)","null","191","2001"
"Andorra","null","192","2001"
"Monaco","null","193","2001"
"Taiwan","null","194","2001"
"South Sudan","null","195","2001"
"Bonaire","null","196","2001"
"Curaçao","null","197","2001"
"Sint Maarten (Dutch part)","null","198","2001"
"Palau","null","199","2001"
"Faroe Islands","null","200","2001"
"United States Minor Outlying Islands","null","201","2001"
"Serranilla Bank","null","202","2001"
"Scarborough Reef","null","203","2001"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2001"
"Spratly Islands","null","205","2001"
"American Samoa","null","206","2001"
"Greenland","null","207","2001"
"Guam","null","208","2001"
"Northern Mariana Islands","null","209","2001"
"Puerto Rico","null","210","2001"
"United States Virgin Islands","null","211","2001"
"Somaliland","null","212","2001"
"Northern Cyprus","null","213","2001"
"Cyprus No Mans Area","null","214","2001"
"Western Sahara","null","215","2001"
"Siachen Glacier","null","216","2001"
"Kosovo","null","217","2001"
