"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Nauru","101.45","102","2006"
"Nepal","101.32","103","2006"
"Tajikistan","101.09","104","2006"
"Vanuatu","100.93","105","2006"
"Portugal","100.84","106","2006"
"Thailand","100.79","107","2006"
"Colombia","100.6","108","2006"
"Nicaragua","100.59","109","2006"
"Mali","100.51","110","2006"
"Congo (the Democratic Republic of the)","100.48","111","2006"
"Lebanon","100.4","112","2006"
"Saudi Arabia","100.37","113","2006"
"Libya","100.34","114","2006"
"Honduras","100.31","115","2006"
"Paraguay","100.18","116","2006"
"Oman","100.15","117","2006"
"Korea (the Democratic People's Republic of)","100.09","118","2006"
"Togo","100.07","119","2006"
"Bosnia and Herzegovina","100.03","120","2006"
"Montenegro","100","121","2006"
"Serbia","100","122","2006"
"Belarus","99.96","123","2006"
"Lesotho","99.9","124","2006"
"Samoa","99.79","125","2006"
"Canada","99.7","126","2006"
"Belize","99.51","127","2006"
"Ukraine","99.43","128","2006"
"Cabo Verde","99.29","129","2006"
"Ecuador","99.23","130","2006"
"Kyrgyzstan","99.18","131","2006"
"Maldives","98.84","132","2006"
"Gambia (the)","98.56","133","2006"
"Seychelles","98.54","134","2006"
"Pakistan","98.51","135","2006"
"Finland","98.48","136","2006"
"Guyana","98.45","137","2006"
"Israel","98.34","138","2006"
"Korea (the Republic of)","98.31","139","2006"
"Eswatini","98.29","140","2006"
"Uganda","98.09","141","2006"
"Liberia","97.79","142","2006"
"United Kingdom","97.65","143","2006"
"Japan","97.45","144","2006"
"Saint Lucia","97.29","145","2006"
"New Zealand","97.09","146","2006"
"Djibouti","97.07","147","2006"
"Latvia","96.56","148","2006"
"Turkmenistan","96.54","149","2006"
"United States of America (the)","96.18","150","2006"
"Zimbabwe","96.07","151","2006"
"Austria","96.01","152","2006"
"Greece","95.59","153","2006"
"Mauritius","95.59","154","2006"
"Denmark","95.48","155","2006"
"Micronesia (Federated States of)","95.46","156","2006"
"Norway","95.4","157","2006"
"Luxembourg","95.4","158","2006"
"France","95.32","159","2006"
"Netherlands (the)","95.31","160","2006"
"Barbados","94.95","161","2006"
"Antigua and Barbuda","94.9","162","2006"
"Italy","94.7","163","2006"
"Somalia","94.18","164","2006"
"Switzerland","94.17","165","2006"
"South Africa","93.68","166","2006"
"Hungary","93.56","167","2006"
"Germany","93.51","168","2006"
"Moldova (the Republic of)","92.9","169","2006"
"Estonia","92.76","170","2006"
"Romania","91.75","171","2006"
"Senegal","91.09","172","2006"
"United Arab Emirates (the)","90.65","173","2006"
"Slovakia","90.56","174","2006"
"Slovenia","90.46","175","2006"
"Belgium","90.32","176","2006"
"Poland","89.87","177","2006"
"Brunei Darussalam","89.65","178","2006"
"Bulgaria","89.4","179","2006"
"Cyprus","89.04","180","2006"
"Sweden","88.17","181","2006"
"Czechia","87.85","182","2006"
"Ireland","86.9","183","2006"
"Grenada","86.59","184","2006"
"Benin","86.37","185","2006"
"Cuba","80.14","186","2006"
"Lithuania","74.06","187","2006"
"Georgia","68.43","188","2006"
"Saint Kitts and Nevis","24.14","189","2006"
"San Marino","null","190","2006"
"Holy See (the)","null","191","2006"
"Andorra","null","192","2006"
"Monaco","null","193","2006"
"Taiwan","null","194","2006"
"South Sudan","null","195","2006"
"Bonaire","null","196","2006"
"Curaçao","null","197","2006"
"Sint Maarten (Dutch part)","null","198","2006"
"Palau","null","199","2006"
"Faroe Islands","null","200","2006"
"United States Minor Outlying Islands","null","201","2006"
"Serranilla Bank","null","202","2006"
"Scarborough Reef","null","203","2006"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2006"
"Spratly Islands","null","205","2006"
"American Samoa","null","206","2006"
"Greenland","null","207","2006"
"Guam","null","208","2006"
"Northern Mariana Islands","null","209","2006"
"Puerto Rico","null","210","2006"
"United States Virgin Islands","null","211","2006"
"Somaliland","null","212","2006"
"Northern Cyprus","null","213","2006"
"Cyprus No Mans Area","null","214","2006"
"Western Sahara","null","215","2006"
"Siachen Glacier","null","216","2006"
"Kosovo","null","217","2006"
