"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Azerbaijan","109.32","124","2014"
"Australia","109.06","125","2014"
"Central African Republic (the)","108.5","126","2014"
"Cabo Verde","108.39","127","2014"
"Switzerland","107.87","128","2014"
"Liechtenstein","106.81","129","2014"
"Venezuela (Bolivarian Republic of)","106.35","130","2014"
"Burundi","106.21","131","2014"
"El Salvador","106.1","132","2014"
"Romania","105.73","133","2014"
"Belgium","105.59","134","2014"
"Malta","105.31","135","2014"
"Comoros (the)","104.98","136","2014"
"Portugal","104.56","137","2014"
"Bahrain","104.28","138","2014"
"Tunisia","104.17","139","2014"
"Finland","103.98","140","2014"
"France","103.54","141","2014"
"Israel","103.51","142","2014"
"Kyrgyzstan","103.43","143","2014"
"Liberia","103.14","144","2014"
"Jamaica","102.87","145","2014"
"Hungary","102.43","146","2014"
"Serbia","101.95","147","2014"
"Spain","101.85","148","2014"
"Korea (the Democratic People's Republic of)","101.82","149","2014"
"Ireland","101.17","150","2014"
"Belize","101.06","151","2014"
"Zimbabwe","101.01","152","2014"
"Austria","100.07","153","2014"
"Bhutan","99.01","154","2014"
"Somalia","98.06","155","2014"
"Brunei Darussalam","97.93","156","2014"
"Norway","97.59","157","2014"
"Lebanon","97.32","158","2014"
"Korea (the Republic of)","96.46","159","2014"
"Seychelles","95.18","160","2014"
"Japan","92.43","161","2014"
"Panama","92.21","162","2014"
"Slovenia","89.82","163","2014"
"Luxembourg","89.7","164","2014"
"Iceland","88.98","165","2014"
"Cuba","87.81","166","2014"
"Palestine, State of","87.2","167","2014"
"Greece","87.15","168","2014"
"Uganda","86.2","169","2014"
"Italy","85.14","170","2014"
"Mauritius","84.73","171","2014"
"Bosnia and Herzegovina","83.04","172","2014"
"Georgia","80.78","173","2014"
"Gambia (the)","80.17","174","2014"
"Fiji","78.85","175","2014"
"Turkmenistan","77.26","176","2014"
"Eritrea","75.67","177","2014"
"Saudi Arabia","64.48","178","2014"
"Cyprus","64.04","179","2014"
"Maldives","61.15","180","2014"
"Trinidad and Tobago","60.64","181","2014"
"Barbados","59.03","182","2014"
"Syrian Arab Republic (the)","54.82","183","2014"
"Kiribati","54.34","184","2014"
"United Arab Emirates (the)","54.27","185","2014"
"Saint Lucia","50.18","186","2014"
"Montenegro","44.29","187","2014"
"Saint Kitts and Nevis","30.35","188","2014"
"San Marino","null","189","2014"
"Holy See (the)","null","190","2014"
"Andorra","null","191","2014"
"Monaco","null","192","2014"
"Taiwan","null","193","2014"
"Sudan (the)","null","194","2014"
"South Sudan","null","195","2014"
"Bonaire","null","196","2014"
"Curaçao","null","197","2014"
"Sint Maarten (Dutch part)","null","198","2014"
"Palau","null","199","2014"
"Faroe Islands","null","200","2014"
"United States Minor Outlying Islands","null","201","2014"
"Serranilla Bank","null","202","2014"
"Scarborough Reef","null","203","2014"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2014"
"Spratly Islands","null","205","2014"
"American Samoa","null","206","2014"
"Greenland","null","207","2014"
"Guam","null","208","2014"
"Northern Mariana Islands","null","209","2014"
"Puerto Rico","null","210","2014"
"United States Virgin Islands","null","211","2014"
"Somaliland","null","212","2014"
"Northern Cyprus","null","213","2014"
"Cyprus No Mans Area","null","214","2014"
"Western Sahara","null","215","2014"
"Siachen Glacier","null","216","2014"
"Kosovo","null","217","2014"
