"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Zambia","102.75","62","2016"
"Panama","102.7","63","2016"
"Korea (the Democratic People's Republic of)","102.64","64","2016"
"Djibouti","102.59","65","2016"
"Costa Rica","102.45","66","2016"
"Poland","102.31","67","2016"
"Comoros (the)","102.07","68","2016"
"Bulgaria","102.01","69","2016"
"Jamaica","101.98","70","2016"
"Guatemala","101.95","71","2016"
"Ethiopia","101.89","72","2016"
"China","101.87","73","2016"
"Burkina Faso","101.79","74","2016"
"Cuba","101.73","75","2016"
"Argentina","101.68","76","2016"
"New Zealand","101.65","77","2016"
"Italy","101.54","78","2016"
"Côte d'Ivoire","101.54","79","2016"
"Rwanda","101.53","80","2016"
"Paraguay","101.53","81","2016"
"Antigua and Barbuda","101.48","82","2016"
"Iran (Islamic Republic of)","101.45","83","2016"
"Bolivia (Plurinational State of)","101.45","84","2016"
"Gabon","101.4","85","2016"
"Peru","101.35","86","2016"
"Seychelles","101.34","87","2016"
"Bahamas (the)","101.32","88","2016"
"Nauru","101.25","89","2016"
"Ghana","101.23","90","2016"
"Dominica","101.2","91","2016"
"Czechia","101.18","92","2016"
"Maldives","101.12","93","2016"
"India","101.09","94","2016"
"Benin","101","95","2016"
"Eritrea","100.9","96","2016"
"Papua New Guinea","100.9","97","2016"
"Norway","100.89","98","2016"
"Tuvalu","100.89","99","2016"
"South Sudan","100.87","100","2016"
"Romania","100.81","101","2016"
"Micronesia (Federated States of)","100.67","102","2016"
"Nepal","100.54","103","2016"
"Tonga","100.46","104","2016"
"Haiti","100.4","105","2016"
"Kiribati","100.35","106","2016"
"Solomon Islands","100.31","107","2016"
"Lithuania","100.26","108","2016"
"Bangladesh","100.15","109","2016"
"Congo (the)","100.09","110","2016"
"Madagascar","100.06","111","2016"
"Eswatini","99.89","112","2016"
"Saint Lucia","99.82","113","2016"
"Israel","99.7","114","2016"
"Liechtenstein","99.67","115","2016"
"Libya","99.59","116","2016"
"Viet Nam","99.53","117","2016"
"Egypt","99.34","118","2016"
"Austria","99.32","119","2016"
"Qatar","99.32","120","2016"
"Suriname","99.23","121","2016"
"Greece","99.2","122","2016"
"Myanmar","99.18","123","2016"
"Trinidad and Tobago","98.93","124","2016"
"Singapore","98.85","125","2016"
"Bahrain","98.75","126","2016"
"Cabo Verde","98.65","127","2016"
"Brazil","98.62","128","2016"
"Lebanon","98.53","129","2016"
"Togo","98.46","130","2016"
"Timor-Leste","98.45","131","2016"
"Chile","98.45","132","2016"
"Australia","98.35","133","2016"
"Botswana","98.34","134","2016"
"Saint Vincent and the Grenadines","98.26","135","2016"
"Samoa","98.21","136","2016"
"Japan","97.93","137","2016"
"Philippines (the)","97.84","138","2016"
"Mauritania","97.78","139","2016"
"Netherlands (the)","97.65","140","2016"
"Georgia","97.59","141","2016"
"Congo (the Democratic Republic of the)","97.59","142","2016"
"Saint Kitts and Nevis","97.34","143","2016"
"Namibia","97.01","144","2016"
"Syrian Arab Republic (the)","96.93","145","2016"
"Korea (the Republic of)","96.82","146","2016"
"Mauritius","96.51","147","2016"
"Kenya","96.43","148","2016"
"Ireland","96.23","149","2016"
"Sweden","96.2","150","2016"
"Finland","96.14","151","2016"
"Uganda","96.03","152","2016"
"Malawi","95.79","153","2016"
"Senegal","95.75","154","2016"
"Slovenia","95.73","155","2016"
"Belize","95.59","156","2016"
"Portugal","95.45","157","2016"
"Guyana","95.29","158","2016"
"Thailand","95.28","159","2016"
"Denmark","94.98","160","2016"
"Germany","94.87","161","2016"
"Ecuador","94.75","162","2016"
"Somalia","94.56","163","2016"
"Malta","94.37","164","2016"
"Belarus","94.37","165","2016"
"Zimbabwe","94.2","166","2016"
"Kuwait","93.56","167","2016"
"Tunisia","93.42","168","2016"
"Switzerland","93.28","169","2016"
"United Kingdom","92.98","170","2016"
"Yemen","92.45","171","2016"
"France","91.4","172","2016"
"South Africa","91.2","173","2016"
"Uruguay","91.06","174","2016"
"Belgium","90.67","175","2016"
"Cyprus","89.54","176","2016"
"Armenia","89.48","177","2016"
"Tanzania, the United Republic of","88.56","178","2016"
"Barbados","88.51","179","2016"
"Morocco","87.31","180","2016"
"Palestine, State of","86.76","181","2016"
"Luxembourg","85.76","182","2016"
"Venezuela (Bolivarian Republic of)","84.84","183","2016"
"Fiji","84.37","184","2016"
"Lesotho","82.62","185","2016"
"Estonia","81.29","186","2016"
"Algeria","79.42","187","2016"
"Iraq","79.1","188","2016"
"Sao Tome and Principe","71.56","189","2016"
"Sierra Leone","68.65","190","2016"
"San Marino","null","191","2016"
"Holy See (the)","null","192","2016"
"Andorra","null","193","2016"
"Monaco","null","194","2016"
"Taiwan","null","195","2016"
"Bonaire","null","196","2016"
"Curaçao","null","197","2016"
"Sint Maarten (Dutch part)","null","198","2016"
"Palau","null","199","2016"
"World","null","","2016"
"Faroe Islands","null","200","2016"
"United States Minor Outlying Islands","null","201","2016"
"Serranilla Bank","null","202","2016"
"Scarborough Reef","null","203","2016"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2016"
"Spratly Islands","null","205","2016"
"American Samoa","null","206","2016"
"Greenland","null","207","2016"
"Guam","null","208","2016"
"Northern Mariana Islands","null","209","2016"
"Puerto Rico","null","210","2016"
"United States Virgin Islands","null","211","2016"
"Somaliland","null","212","2016"
"Northern Cyprus","null","213","2016"
"Cyprus No Mans Area","null","214","2016"
"Western Sahara","null","215","2016"
"Siachen Glacier","null","216","2016"
"Kosovo","null","217","2016"
