"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Guinea-Bissau","94.71","139","2004"
"Bahrain","94.43","140","2004"
"Algeria","94.23","141","2004"
"Kiribati","94.2","142","2004"
"India","94.12","143","2004"
"Suriname","94.09","144","2004"
"Finland","94.04","145","2004"
"Sudan (the)","93.9","146","2004"
"Zambia","93.9","147","2004"
"Peru","93.87","148","2004"
"Singapore","93.85","149","2004"
"Rwanda","93.76","150","2004"
"Nigeria","93.68","151","2004"
"Yemen","93.46","152","2004"
"Mauritania","93.42","153","2004"
"Angola","93.39","154","2004"
"Sierra Leone","93.04","155","2004"
"Uzbekistan","92.9","156","2004"
"Sri Lanka","92.87","157","2004"
"Timor-Leste","92.79","158","2004"
"Nicaragua","92.31","159","2004"
"Iceland","92.25","160","2004"
"Iran (Islamic Republic of)","92.23","161","2004"
"Costa Rica","91.84","162","2004"
"Latvia","91.5","163","2004"
"Solomon Islands","91.45","164","2004"
"Madagascar","91.18","165","2004"
"Kazakhstan","90.71","166","2004"
"Argentina","90.65","167","2004"
"Saint Vincent and the Grenadines","90.48","168","2004"
"Bangladesh","90.29","169","2004"
"Tunisia","90.14","170","2004"
"Estonia","89.98","171","2004"
"Qatar","89.95","172","2004"
"Myanmar","89.87","173","2004"
"Kuwait","88.87","174","2004"
"Ethiopia","88.85","175","2004"
"Azerbaijan","88.71","176","2004"
"Afghanistan","87.09","177","2004"
"Kenya","86.34","178","2004"
"Chad","86.1","179","2004"
"Cameroon","85.96","180","2004"
"Burkina Faso","85.37","181","2004"
"Marshall Islands (the)","83.95","182","2004"
"Niger (the)","82.09","183","2004"
"Bhutan","78.81","184","2004"
"Cambodia","78.35","185","2004"
"Armenia","75.01","186","2004"
"Eritrea","68.51","187","2004"
"Montenegro","null","188","2004"
"Serbia","null","189","2004"
"San Marino","null","190","2004"
"Holy See (the)","null","191","2004"
"Andorra","null","192","2004"
"Monaco","null","193","2004"
"Taiwan","null","194","2004"
"South Sudan","null","195","2004"
"Bonaire","null","196","2004"
"Curaçao","null","197","2004"
"Sint Maarten (Dutch part)","null","198","2004"
"Palau","null","199","2004"
"Faroe Islands","null","200","2004"
"United States Minor Outlying Islands","null","201","2004"
"Serranilla Bank","null","202","2004"
"Scarborough Reef","null","203","2004"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2004"
"Spratly Islands","null","205","2004"
"American Samoa","null","206","2004"
"Greenland","null","207","2004"
"Guam","null","208","2004"
"Northern Mariana Islands","null","209","2004"
"Puerto Rico","null","210","2004"
"United States Virgin Islands","null","211","2004"
"Somaliland","null","212","2004"
"Northern Cyprus","null","213","2004"
"Cyprus No Mans Area","null","214","2004"
"Western Sahara","null","215","2004"
"Siachen Glacier","null","216","2004"
"Kosovo","null","217","2004"
